Associate ID,Email triggered date
133947,2021-11-17
133953,2021-02-03
134000,2021-04-26
134128,2021-09-13
134155,2022-04-04
134181,2021-08-24
134251,2021-12-13
134256,2021-04-07
134276,2021-03-29
134291,2021-03-29
134307,2021-09-02
134315,2022-02-22
134322,2021-04-27
134354,2021-01-13
134382,2021-04-28
134470,2021-03-29
134472,2021-12-09
134502,2021-08-04
134553,2022-02-07
134584,2021-07-15
134628,2021-02-03
134704,2021-07-07
134716,2021-05-24
134720,2021-11-24
134751,2021-11-30
134875,2021-02-04
134905,2021-07-28
134920,2021-11-19
134972,2021-07-22
134987,2022-02-14
135001,2022-04-25
135048,2021-05-11
135115,2021-09-15
135130,2021-08-27
135174,2021-07-05
135254,2021-09-23
135270,2021-05-25
135280,2022-04-01
135346,2022-04-13
135355,2021-09-01
135356,2021-05-10
135369,2022-03-14
135396,2021-10-26
135424,2021-08-04
135560,2022-01-25
135602,2021-12-28
135629,2021-01-22
135700,2021-05-26
135762,2021-12-23
135840,2021-08-11
135874,2021-08-16
135919,2021-12-27
135932,2022-03-22
136025,2021-03-03
136106,2022-03-14
136169,2022-01-31
136264,2021-09-15
136278,2021-07-28
136332,2021-05-21
136379,2021-06-29
136469,2022-02-07
136499,2021-03-12
136514,2021-08-17
136578,2021-10-04
136594,2021-03-02
136688,2021-08-20
136733,2021-04-13
136744,2022-03-24
136769,2021-06-16
136811,2021-05-17
136812,2021-05-11
136865,2021-07-22
136878,2022-03-24
136934,2022-03-14
136937,2021-04-28
136951,2021-05-31
136986,2021-11-17
136989,2022-03-30
137005,2022-04-06
137008,2021-05-26
137059,2021-10-29
137105,2021-02-16
137180,2022-03-03
137207,2021-08-26
137257,2021-08-25
137262,2021-12-30
137297,2021-06-23
137322,2021-08-04
137352,2021-05-25
137366,2021-11-17
137379,2021-10-08
137383,2021-08-13
137410,2021-07-15
137415,2021-10-19
137492,2021-05-31
137495,2021-06-14
137507,2021-07-14
137528,2022-03-30
137530,2021-03-18
137578,2021-05-04
137589,2022-04-20
137596,2022-04-04
137633,2021-08-31
137643,2021-01-20
137852,2022-01-07
137904,2021-10-08
138033,2022-01-10
138088,2021-11-08
138108,2021-07-05
138134,2022-03-16
138140,2021-06-15
138195,2021-11-18
138209,2021-06-23
138229,2021-02-16
138400,2021-07-15
138407,2022-01-20
138459,2022-02-03
138463,2022-04-25
138479,2021-07-28
138488,2021-04-05
138512,2021-08-20
138516,2021-07-01
138549,2021-12-22
138563,2022-03-04
138651,2021-01-21
138652,2022-03-28
138695,2022-01-11
138793,2021-10-27
138816,2021-04-08
138897,2021-08-06
138994,2021-06-07
138996,2022-02-03
139062,2021-01-29
139076,2022-02-11
139113,2021-10-27
139296,2021-12-15
139349,2022-04-25
139394,2022-01-18
139497,2022-01-04
139516,2021-11-24
139538,2021-03-31
139548,2022-02-18
139594,2021-06-25
139596,2021-03-08
139599,2021-01-15
139603,2021-06-24
139629,2022-02-17
139737,2021-08-26
139760,2021-09-28
139790,2021-03-17
139838,2022-01-20
139905,2021-03-12
139908,2022-04-05
139945,2021-09-07
139993,2022-03-07
140121,2021-12-17
140175,2021-09-15
140206,2021-12-01
140289,2022-01-13
140300,2022-04-08
140312,2021-05-20
140394,2021-06-29
140400,2022-03-03
140411,2022-02-07
140447,2021-06-01
140461,2021-10-25
140544,2022-03-07
140550,2021-05-05
140568,2022-03-29
140629,2021-08-10
140684,2022-03-21
140715,2021-05-04
140882,2021-11-12
140887,2022-01-17
140888,2022-02-28
140938,2022-03-02
140997,2022-03-22
141056,2021-07-22
141105,2021-07-09
141113,2021-02-01
141141,2021-07-28
141152,2021-07-06
141158,2021-07-29
141188,2021-12-14
141220,2021-10-27
141223,2021-04-07
141311,2021-06-14
141331,2022-01-12
141353,2022-03-28
141354,2021-11-05
141394,2022-02-16
141460,2021-09-30
141472,2021-04-28
141543,2022-02-22
141557,2021-01-19
141625,2021-07-21
141636,2021-10-13
141690,2022-01-03
141734,2021-09-09
141801,2021-08-17
141844,2021-06-02
141850,2021-02-03
141907,2021-09-22
142028,2021-07-21
142099,2021-04-13
142153,2021-09-22
142201,2022-01-12
142213,2021-05-05
142250,2021-01-18
142293,2021-07-21
142298,2021-11-30
142396,2021-04-20
142408,2021-03-16
142409,2021-07-21
142459,2021-12-23
142584,2021-01-18
142597,2021-01-27
142600,2021-08-27
142604,2021-02-16
142649,2022-01-12
142663,2021-07-14
142665,2021-05-03
142705,2021-01-19
142715,2021-12-08
142738,2022-03-10
142864,2022-03-10
142953,2021-05-11
143048,2021-10-13
143194,2021-12-10
143200,2021-10-19
143247,2021-01-18
143270,2021-08-05
143312,2021-04-16
143321,2022-03-04
143337,2021-08-03
143457,2021-05-04
143473,2022-03-04
143675,2021-11-17
143724,2021-08-17
143789,2021-10-29
143792,2021-10-20
143882,2022-04-07
143949,2022-04-20
144015,2021-05-26
144067,2021-07-14
144084,2021-11-29
144128,2021-10-22
144139,2022-01-05
144178,2021-06-01
144271,2021-03-03
144279,2022-03-07
144352,2021-03-02
144373,2021-11-03
144375,2022-01-03
144509,2021-11-02
144565,2022-01-20
144603,2022-04-04
144611,2022-01-18
144617,2021-11-15
144644,2022-04-01
144679,2021-03-25
144682,2021-03-25
144690,2022-03-15
144718,2021-08-09
144722,2021-01-19
144732,2021-11-05
144733,2021-07-14
144756,2021-04-30
144760,2022-03-03
144776,2022-01-17
144850,2021-05-14
144871,2021-05-26
144915,2021-11-10
144945,2021-12-23
145021,2022-03-23
145139,2021-07-27
145174,2021-11-17
145206,2021-01-19
145214,2021-02-03
145219,2021-07-27
145272,2022-01-04
145318,2021-06-11
145414,2021-09-01
145481,2021-02-25
145502,2022-01-24
145649,2021-02-08
145654,2022-04-13
145662,2021-12-22
145776,2022-04-11
145914,2021-03-08
145925,2021-05-05
146064,2021-07-28
146069,2021-04-16
146073,2021-07-27
146098,2021-09-24
146126,2021-10-25
146162,2022-03-16
146186,2021-01-15
146225,2021-05-19
146283,2022-04-08
146316,2021-07-26
146376,2021-03-16
146396,2021-10-04
146466,2021-04-20
146560,2022-04-05
146570,2021-11-18
146574,2021-04-15
146582,2021-08-11
146591,2021-09-08
146624,2021-07-26
146637,2021-02-16
146669,2021-12-17
146725,2021-02-12
146751,2021-08-27
146759,2022-01-11
146789,2021-04-29
146800,2021-09-03
146801,2022-03-15
146816,2021-09-30
146821,2021-05-31
146910,2021-04-16
146955,2022-02-28
147187,2021-05-26
147198,2021-07-30
147209,2022-04-13
147333,2022-03-10
147372,2021-08-04
147436,2022-01-18
147465,2021-12-06
147542,2021-10-13
147584,2022-04-21
147626,2022-04-25
147629,2021-12-21
147704,2022-03-02
147726,2022-01-04
147737,2021-06-14
147789,2022-01-24
147812,2021-06-11
147857,2021-08-23
147881,2021-08-04
147890,2021-04-13
147944,2021-09-03
147964,2021-12-14
147977,2021-10-29
148023,2021-11-10
148065,2022-01-04
148107,2021-08-31
148177,2022-03-23
148186,2021-03-31
148228,2021-04-09
148249,2021-08-19
148298,2021-07-29
148328,2021-08-24
148345,2022-03-14
148458,2021-06-04
148559,2021-05-12
148641,2022-03-02
148713,2021-10-22
148765,2021-07-21
148776,2022-01-05
148787,2021-05-12
148797,2022-03-16
148803,2021-01-15
148856,2021-11-05
148877,2021-06-02
149008,2022-02-22
149098,2021-09-30
149099,2021-05-25
149187,2021-08-02
149204,2021-04-16
149242,2021-07-19
149272,2021-10-01
149289,2021-10-04
149317,2021-05-19
149325,2021-12-24
149390,2021-08-06
149441,2022-03-01
149470,2021-07-21
149481,2021-11-09
149523,2021-07-07
149587,2022-02-11
149606,2021-12-09
149710,2021-01-08
149765,2021-12-28
149793,2022-03-02
149810,2021-08-11
149817,2022-03-21
149832,2021-02-02
149850,2022-03-24
149992,2021-04-27
149997,2021-05-25
149998,2021-07-21
150025,2021-02-02
150083,2021-07-05
150097,2022-04-25
150105,2021-04-12
150107,2021-11-22
150111,2022-01-04
150130,2021-11-25
150149,2021-08-02
150151,2021-01-13
150170,2021-05-24
150202,2021-03-31
150328,2021-06-30
150336,2021-06-01
150370,2022-03-24
150374,2021-06-22
150416,2022-04-25
150417,2021-10-28
150436,2021-09-29
150508,2022-04-11
150572,2021-07-01
150587,2021-08-05
150589,2021-05-21
150617,2021-03-24
150630,2021-06-02
150656,2022-03-18
150684,2021-11-03
150705,2021-05-26
150746,2022-01-05
150761,2021-03-02
150770,2021-06-22
150872,2022-03-21
150899,2021-08-11
150905,2021-09-30
150957,2021-02-01
150982,2021-10-20
151078,2021-08-26
151154,2021-04-15
151171,2021-05-25
151174,2021-11-30
151180,2021-01-19
151347,2021-01-07
151354,2021-08-25
151363,2021-04-27
151415,2021-07-28
151429,2021-07-05
151437,2021-06-16
151515,2022-02-21
151518,2022-02-22
151593,2022-02-25
151606,2022-03-07
151632,2021-05-20
151680,2022-03-28
151742,2021-02-19
151820,2021-11-01
151824,2021-11-12
151829,2021-01-18
151853,2021-05-26
151859,2021-10-12
151861,2022-04-11
151871,2021-09-20
151875,2021-08-06
151879,2021-08-18
151925,2022-04-22
151935,2021-04-21
151945,2021-07-20
151979,2021-09-22
151980,2021-01-19
152003,2022-02-07
152012,2021-12-01
152042,2021-04-22
152085,2021-02-22
152143,2021-03-12
152151,2022-03-10
152166,2021-09-02
152178,2021-05-21
152186,2021-11-22
152187,2021-07-28
152194,2021-11-10
152217,2021-01-11
152231,2021-09-03
152243,2022-03-16
152256,2021-02-03
152281,2021-04-13
152347,2021-09-09
152350,2021-11-02
152359,2021-07-21
152361,2021-05-20
152450,2021-08-31
152493,2022-01-10
152497,2021-11-30
152536,2022-04-01
152554,2021-07-22
152555,2021-08-27
152558,2022-02-22
152606,2021-11-09
152626,2021-08-03
152635,2021-05-10
152676,2021-09-06
152759,2021-07-21
152760,2021-05-26
152813,2021-10-14
152834,2021-04-29
152843,2021-05-17
152858,2021-07-23
152862,2022-03-11
152886,2022-04-08
152896,2021-08-24
152942,2021-10-05
152964,2021-03-23
153009,2021-11-29
153035,2021-05-10
153059,2022-02-03
153070,2021-09-29
153078,2021-11-02
153131,2021-02-15
153141,2022-03-02
153152,2021-06-23
153176,2021-12-28
153181,2022-02-10
153200,2022-02-09
153307,2021-03-02
153397,2021-11-22
153445,2021-12-14
153458,2022-01-03
153459,2022-01-12
153468,2021-12-28
153484,2021-05-12
153510,2021-06-07
153533,2021-01-15
153583,2021-10-27
153636,2021-06-29
153702,2021-10-28
153720,2022-02-10
153727,2022-01-04
153739,2021-06-08
153770,2021-01-13
153779,2021-06-10
153889,2021-06-25
153890,2021-03-29
153910,2022-04-13
154118,2022-04-06
154173,2021-01-19
154183,2021-06-28
154238,2021-07-19
154308,2021-04-12
154351,2021-12-13
154352,2021-08-16
154368,2021-09-15
154395,2021-01-19
154444,2022-04-25
154451,2021-06-17
154509,2021-08-17
154511,2021-09-13
154531,2022-04-04
154532,2022-04-19
154544,2021-10-21
154572,2021-02-01
154581,2021-08-26
154597,2022-03-02
154657,2021-01-19
154676,2021-10-20
154712,2021-10-12
154739,2022-03-15
154743,2021-10-01
154768,2022-02-22
154781,2021-06-08
154811,2021-04-09
154827,2021-11-03
154916,2021-07-12
155026,2021-12-15
155088,2021-01-15
155108,2021-06-01
155160,2021-11-23
155164,2021-09-03
155276,2021-06-07
155277,2021-05-05
155289,2021-05-17
155292,2021-08-06
155305,2021-08-10
155314,2021-07-19
155342,2021-08-25
155384,2022-02-16
155396,2021-09-17
155414,2022-04-25
155480,2022-03-10
155499,2022-02-14
155572,2021-06-30
155574,2021-12-22
155584,2021-09-06
155636,2021-05-24
155654,2021-12-16
155702,2022-01-13
155707,2021-12-27
155709,2021-06-21
155715,2021-07-28
155728,2021-09-13
155732,2021-08-26
155735,2021-07-07
155757,2021-01-28
155763,2022-02-03
155764,2021-01-28
155774,2021-12-16
155960,2021-12-02
155978,2022-02-22
155993,2021-03-02
156023,2021-07-14
156065,2021-10-25
156080,2021-09-24
156137,2021-02-02
156157,2021-08-11
156163,2021-09-14
156176,2021-01-11
156203,2021-08-05
156210,2022-03-15
156234,2021-01-07
156235,2021-09-27
156275,2021-11-09
156348,2021-07-12
156359,2022-02-10
156403,2021-01-12
156412,2021-07-07
156413,2022-03-30
156451,2021-05-24
156546,2022-03-02
156565,2021-10-07
156609,2022-01-25
156628,2021-08-25
156631,2021-06-30
156754,2021-12-23
156827,2021-09-29
156975,2021-10-25
157011,2021-11-08
157061,2021-08-17
157094,2021-04-19
157407,2021-09-01
157480,2021-03-24
157558,2022-03-02
157611,2021-04-22
157634,2022-01-03
157681,2022-04-13
157685,2021-08-20
157691,2021-12-07
157693,2021-09-03
157701,2022-03-02
157730,2021-01-29
157768,2022-03-15
157981,2021-06-16
158022,2022-02-22
158071,2022-01-03
158102,2021-07-13
158136,2021-03-25
158138,2021-01-20
158149,2021-08-25
158163,2021-07-13
158378,2021-11-09
158394,2021-12-20
158460,2021-04-21
158472,2021-02-01
158477,2022-04-25
158489,2021-05-21
158491,2022-01-13
158493,2021-07-19
158516,2021-07-26
158597,2021-10-22
158609,2022-04-25
158612,2021-11-24
158617,2021-11-10
158635,2022-02-22
158637,2021-03-17
158687,2021-12-16
158696,2021-11-25
158713,2021-11-15
158720,2021-05-12
158736,2022-01-11
158747,2022-03-23
158778,2021-12-14
158818,2021-07-20
158820,2021-10-19
158970,2021-08-04
158971,2021-07-28
158998,2021-08-03
159028,2021-04-22
159075,2022-02-07
159189,2022-01-05
159208,2021-06-02
159211,2022-02-14
159233,2021-05-20
159257,2022-03-29
159265,2021-11-22
159272,2022-01-24
159297,2021-04-08
159385,2021-03-18
159398,2021-10-01
159492,2021-08-17
159504,2021-08-04
159522,2022-01-06
159660,2021-04-15
159763,2022-04-25
159841,2021-08-09
159877,2021-06-02
159939,2022-01-31
159980,2021-01-18
160041,2022-04-25
160073,2021-03-15
160121,2022-02-08
160136,2021-04-20
160142,2021-11-26
160147,2021-03-12
160153,2022-03-29
160163,2021-03-31
160216,2022-03-22
160228,2021-10-08
160300,2021-03-10
160472,2021-08-05
160530,2021-10-19
160564,2022-01-06
160629,2021-04-07
160671,2021-07-16
160687,2021-03-25
160797,2021-07-07
160882,2021-03-31
160884,2021-09-30
161010,2021-03-09
161046,2021-05-04
161088,2022-03-29
161145,2021-09-06
161155,2021-12-01
161232,2021-07-20
161254,2022-04-12
161269,2021-11-18
161293,2021-08-18
161344,2021-07-20
161406,2021-08-04
161410,2022-03-23
161428,2021-08-11
161503,2021-04-01
161504,2021-10-21
161514,2021-08-13
161526,2022-04-08
161561,2021-03-29
161600,2021-07-14
161608,2021-08-31
161619,2021-07-29
161718,2021-03-26
161761,2021-09-27
161799,2021-02-04
161808,2021-07-05
161813,2022-02-21
161823,2022-04-06
161900,2021-10-19
161954,2021-12-23
161962,2022-03-16
161986,2021-10-01
162015,2021-07-26
162121,2022-01-24
162185,2022-01-06
162328,2022-03-24
162332,2021-02-24
162337,2021-10-14
